date,callsign,flight_number,icao_address,ac_type_icao,aircraft_role,tail_number,airline_icao,airline_iata,airline_name,departure_airport_icao,arrival_airport_icao,departure_airport_iata,arrival_airport_iata,departure_scheduled_time,arrival_scheduled_time,on_time_percentage,flight_duration,year,month,day,day_of_week,is_weekend,country_code_x,region_name_x,iata_x,icao_x,airport_x,departure_latitude,departure_longitude,country_code_y,region_name_y,iata_y,icao_y,airport_y,arrival_latitude,arrival_longitude
2023-09-26,CPA332,CX332,780A7F,A333,PAX,B-LBE,CPA,CX,Cathay Pacific Airways,VHHH,ZBAA,HKG,PEK,2022-11-01 04:00:00+00:00,2022-11-01 07:30:00+00:00,98.88069228237391,210.0,2023,9,26,1,False,HK,Hong Kong,HKG,VHHH,Hong Kong International Airport (Chek Lap Kok Airport),22.3089,113.915,CN,Beijing,PEK,ZBAA,Beijing Capital International Airport,40.0725,116.598
2022-11-01,CES5109,MU5109,7804B4,A321,PAX,B-6367,CES,MU,China Eastern Airlines,ZSSS,ZBAA,SHA,PEK,2022-11-01 04:00:00+00:00,2022-11-01 06:20:00+00:00,94.92212795147545,140.0,2022,11,1,1,False,CN,Shanghai,SHA,ZSSS,Shanghai Hongqiao International Airport,31.1979,121.336,CN,Beijing,PEK,ZBAA,Beijing Capital International Airport,40.0725,116.598
2022-04-07,CES5109,MU5109,7804B4,A321,PAX,B-6367,CES,MU,China Eastern Airlines,ZSSS,ZBAA,SHA,PEK,2022-11-01 04:00:00+00:00,2022-11-01 06:20:00+00:00,88.35645607421898,140.0,2022,4,7,3,False,CN,Shanghai,SHA,ZSSS,Shanghai Hongqiao International Airport,31.1979,121.336,CN,Beijing,PEK,ZBAA,Beijing Capital International Airport,40.0725,116.598
2022-11-01,CCA1400,CA1400,7803F4,A321,PAX,B-6326,CCA,CA,Air China,ZGHA,ZBAA,CSX,PEK,2022-11-01 06:00:00+00:00,2022-11-01 08:20:00+00:00,98.37088759754027,140.0,2022,11,1,1,False,CN,Hunan,CSX,ZGHA,Changsha Huanghua International Airport,28.1892,113.22,CN,Beijing,PEK,ZBAA,Beijing Capital International Airport,40.0725,116.598
2023-09-13,CCA1400,CA1400,7803F4,A321,PAX,B-6326,CCA,CA,Air China,ZGHA,ZBAA,CSX,PEK,2022-11-01 06:00:00+00:00,2022-11-01 08:20:00+00:00,95.59137058994764,140.0,2023,9,13,2,False,CN,Hunan,CSX,ZGHA,Changsha Huanghua International Airport,28.1892,113.22,CN,Beijing,PEK,ZBAA,Beijing Capital International Airport,40.0725,116.598
2022-11-01,QFA1092,QF1092,7C6D9D,B738,PAX,VH-VXR,QFA,QF,Qantas,YPPH,YNWN,PER,ZNE,2022-11-01 08:30:00+00:00,2022-11-01 10:15:00+00:00,77.81067990052411,105.0,2022,11,1,1,False,AU,Western Australia,PER,YPPH,Perth Airport,-31.9403,115.967,AU,Western Australia,ZNE,YNWN,Newman Airport,-23.4178,119.803
2022-05-03,QFA1092,QF1092,7C6D9D,B738,PAX,VH-VXR,QFA,QF,Qantas,YPPH,YNWN,PER,ZNE,2022-11-01 08:30:00+00:00,2022-11-01 10:15:00+00:00,75.55390805665986,105.0,2022,5,3,1,False,AU,Western Australia,PER,YPPH,Perth Airport,-31.9403,115.967,AU,Western Australia,ZNE,YNWN,Newman Airport,-23.4178,119.803
2022-11-01,QFA1206,QF1206,7C6DD6,B738,PAX,VH-VZC,QFA,QF,Qantas,YPPH,YPPD,PER,PHE,2022-11-01 22:50:00+00:00,2022-11-02 00:55:00+00:00,98.42735264071018,125.0,2022,11,1,1,False,AU,Western Australia,PER,YPPH,Perth Airport,-31.9403,115.967,AU,Western Australia,PHE,YPPD,Port Hedland International Airport,-20.3778,118.626
2022-05-05,QFA1206,QF1206,7C6DD6,B738,PAX,VH-VZC,QFA,QF,Qantas,YPPH,YPPD,PER,PHE,2022-11-01 22:50:00+00:00,2022-11-02 00:55:00+00:00,78.81967577661963,125.0,2022,5,5,3,False,AU,Western Australia,PER,YPPH,Perth Airport,-31.9403,115.967,AU,Western Australia,PHE,YPPD,Port Hedland International Airport,-20.3778,118.626
2022-11-01,VOZ684,VA684,7C7A36,B738,PAX,VH-YFC,VOZ,VA,Virgin Australia,YPPH,YMML,PER,MEL,2022-11-01 03:10:00+00:00,2022-11-01 06:45:00+00:00,94.77152096969354,215.0,2022,11,1,1,False,AU,Western Australia,PER,YPPH,Perth Airport,-31.9403,115.967,AU,Victoria,MEL,YMML,Melbourne Airport,-37.6733,144.843
2023-10-19,VOZ684,VA684,7C7A36,B738,PAX,VH-YFC,VOZ,VA,Virgin Australia,YPPH,YMML,PER,MEL,2022-11-01 03:10:00+00:00,2022-11-01 06:45:00+00:00,91.60696651061406,215.0,2023,10,19,3,False,AU,Western Australia,PER,YPPH,Perth Airport,-31.9403,115.967,AU,Victoria,MEL,YMML,Melbourne Airport,-37.6733,144.843
2022-11-01,JST539,JQ539,7C6B40,A320,PAX,VH-VGY,JST,JQ,Jetstar Airways,YSSY,YMML,SYD,MEL,2022-11-01 10:55:00+00:00,2022-11-01 12:25:00+00:00,79.71030380162587,90.0,2022,11,1,1,False,AU,New South Wales,SYD,YSSY,Sydney Airport (Kingsford Smith Airport),-33.9461,151.177,AU,Victoria,MEL,YMML,Melbourne Airport,-37.6733,144.843
2023-10-15,JST539,JQ539,7C6B40,A320,PAX,VH-VGY,JST,JQ,Jetstar Airways,YSSY,YMML,SYD,MEL,2022-11-01 10:55:00+00:00,2022-11-01 12:25:00+00:00,94.87344861522516,90.0,2023,10,15,6,True,AU,New South Wales,SYD,YSSY,Sydney Airport (Kingsford Smith Airport),-33.9461,151.177,AU,Victoria,MEL,YMML,Melbourne Airport,-37.6733,144.843
2022-11-01,JST563,JQ563,7C6B41,A320,PAX,VH-VGZ,JST,JQ,Jetstar Airways,YBBN,YMML,BNE,MEL,2022-11-01 21:20:00+00:00,2022-11-01 23:45:00+00:00,78.37541357402957,145.0,2022,11,1,1,False,AU,Queensland,BNE,YBBN,Brisbane Airport,-27.3842,153.117,AU,Victoria,MEL,YMML,Melbourne Airport,-37.6733,144.843
2022-05-01,JST563,JQ563,7C6B41,A320,PAX,VH-VGZ,JST,JQ,Jetstar Airways,YBBN,YMML,BNE,MEL,2022-11-01 21:20:00+00:00,2022-11-01 23:45:00+00:00,83.85195521960088,145.0,2022,5,1,6,True,AU,Queensland,BNE,YBBN,Brisbane Airport,-27.3842,153.117,AU,Victoria,MEL,YMML,Melbourne Airport,-37.6733,144.843
2022-11-01,VOZ730,VA730,7C7AA1,B738,PAX,VH-YIB,VOZ,VA,Virgin Australia,YBCG,YMML,OOL,MEL,2022-10-31 22:25:00+00:00,2022-11-01 00:45:00+00:00,79.2666328082795,140.0,2022,11,1,1,False,AU,Queensland,OOL,YBCG,Gold Coast Airport (Coolangatta Airport),-28.1644,153.505,AU,Victoria,MEL,YMML,Melbourne Airport,-37.6733,144.843
2022-05-07,VOZ730,VA730,7C7AA1,B738,PAX,VH-YIB,VOZ,VA,Virgin Australia,YBCG,YMML,OOL,MEL,2022-10-31 22:25:00+00:00,2022-11-01 00:45:00+00:00,79.19469471622189,140.0,2022,5,7,5,True,AU,Queensland,OOL,YBCG,Gold Coast Airport (Coolangatta Airport),-28.1644,153.505,AU,Victoria,MEL,YMML,Melbourne Airport,-37.6733,144.843
2022-11-01,VOZ234,VA234,7C7C9B,B738,PAX,VH-YWD,VOZ,VA,Virgin Australia,YPAD,YMML,ADL,MEL,2022-11-01 06:10:00+00:00,2022-11-01 07:30:00+00:00,96.67570336482221,80.0,2022,11,1,1,False,AU,South Australia,ADL,YPAD,Adelaide Airport,-34.945,138.531,AU,Victoria,MEL,YMML,Melbourne Airport,-37.6733,144.843
2022-05-08,VOZ234,VA234,7C7C9B,B738,PAX,VH-YWD,VOZ,VA,Virgin Australia,YPAD,YMML,ADL,MEL,2022-11-01 06:10:00+00:00,2022-11-01 07:30:00+00:00,93.71864462655293,80.0,2022,5,8,6,True,AU,South Australia,ADL,YPAD,Adelaide Airport,-34.945,138.531,AU,Victoria,MEL,YMML,Melbourne Airport,-37.6733,144.843
2022-11-01,AIC625,AI625,800588,A320,PAX,VT-EDE,AIC,AI,Air India,VABB,VILK,BOM,LKO,2022-11-01 05:45:00+00:00,2022-11-01 07:50:00+00:00,91.91019615255624,125.0,2022,11,1,1,False,IN,Maharashtra,BOM,VABB,Chhatrapati Shivaji International Airport,19.0887,72.8679,IN,Uttar Pradesh,LKO,VILK,Chaudhary Charan Singh International Airport,26.7606,80.8893
2022-11-01,GOW306,G8306,8.013E+12,A20N,PAX,VT-WJT,GOW,G8,Go Airlines,VABB,VILK,BOM,LKO,2022-11-01 05:25:00+00:00,2022-11-01 07:35:00+00:00,90.47917916572266,130.0,2022,11,1,1,False,IN,Maharashtra,BOM,VABB,Chhatrapati Shivaji International Airport,19.0887,72.8679,IN,Uttar Pradesh,LKO,VILK,Chaudhary Charan Singh International Airport,26.7606,80.8893
2022-05-13,AIC625,AI625,800588,A320,PAX,VT-EDE,AIC,AI,Air India,VABB,VILK,BOM,LKO,2022-11-01 05:45:00+00:00,2022-11-01 07:50:00+00:00,94.53884034182887,125.0,2022,5,13,4,False,IN,Maharashtra,BOM,VABB,Chhatrapati Shivaji International Airport,19.0887,72.8679,IN,Uttar Pradesh,LKO,VILK,Chaudhary Charan Singh International Airport,26.7606,80.8893
2023-11-03,GOW306,G8306,8.013E+12,A20N,PAX,VT-WJT,GOW,G8,Go Airlines,VABB,VILK,BOM,LKO,2022-11-01 05:25:00+00:00,2022-11-01 07:35:00+00:00,78.84290780031375,130.0,2023,11,3,4,False,IN,Maharashtra,BOM,VABB,Chhatrapati Shivaji International Airport,19.0887,72.8679,IN,Uttar Pradesh,LKO,VILK,Chaudhary Charan Singh International Airport,26.7606,80.8893
2022-11-01,SEJ385,SG385,800D14,B38M,PAX,VT-MXE,SEJ,SG,SpiceJet,VABB,VEGK,BOM,GOP,2022-11-01 02:15:00+00:00,2022-11-01 04:45:00+00:00,97.33746693561379,150.0,2022,11,1,1,False,IN,Maharashtra,BOM,VABB,Chhatrapati Shivaji International Airport,19.0887,72.8679,IN,Uttar Pradesh,GOP,VEGK,Gorakhpur Airport,26.7397,83.4497
2022-05-20,SEJ385,SG385,800D14,B38M,PAX,VT-MXE,SEJ,SG,SpiceJet,VABB,VEGK,BOM,GOP,2022-11-01 02:15:00+00:00,2022-11-01 04:45:00+00:00,94.42180792868268,150.0,2022,5,20,4,False,IN,Maharashtra,BOM,VABB,Chhatrapati Shivaji International Airport,19.0887,72.8679,IN,Uttar Pradesh,GOP,VEGK,Gorakhpur Airport,26.7397,83.4497
2022-11-01,ETD205,EY205,896597,A35K,PAX,A6-XWB,ETD,EY,Etihad Airways,VABB,OMAA,BOM,AUH,2022-11-01 23:15:00+00:00,2022-11-02 02:25:00+00:00,99.0775993724813,190.0,2022,11,1,1,False,IN,Maharashtra,BOM,VABB,Chhatrapati Shivaji International Airport,19.0887,72.8679,AE,Abu Zaby,AUH,OMAA,Abu Dhabi International Airport,24.433,54.6511
2022-07-10,ETD205,EY205,896597,A35K,PAX,A6-XWB,ETD,EY,Etihad Airways,VABB,OMAA,BOM,AUH,2022-11-01 23:15:00+00:00,2022-11-02 02:25:00+00:00,83.2096794376042,190.0,2022,7,10,6,True,IN,Maharashtra,BOM,VABB,Chhatrapati Shivaji International Airport,19.0887,72.8679,AE,Abu Zaby,AUH,OMAA,Abu Dhabi International Airport,24.433,54.6511
2022-11-01,ETD25G,EY463,896326,B77W,PAX,A6-ETI,ETD,EY,Etihad Airways,YMML,OMAA,MEL,AUH,2022-11-01 03:55:00+00:00,2022-11-01 18:20:00+00:00,80.92851785996703,865.0,2022,11,1,1,False,AU,Victoria,MEL,YMML,Melbourne Airport,-37.6733,144.843,AE,Abu Zaby,AUH,OMAA,Abu Dhabi International Airport,24.433,54.6511
2022-07-01,ETD25G,EY463,896326,B77W,PAX,A6-ETI,ETD,EY,Etihad Airways,YMML,OMAA,MEL,AUH,2022-11-01 03:55:00+00:00,2022-11-01 18:20:00+00:00,74.59524389003049,865.0,2022,7,1,4,False,AU,Victoria,MEL,YMML,Melbourne Airport,-37.6733,144.843,AE,Abu Zaby,AUH,OMAA,Abu Dhabi International Airport,24.433,54.6511
2022-11-01,GOW390,G8390,800B0B,A320,PAX,VT-GOQ,GOW,G8,Go Airlines,VABB,VIJP,BOM,JAI,2022-11-01 00:10:00+00:00,2022-11-01 02:10:00+00:00,85.54996452906906,120.0,2022,11,1,1,False,IN,Maharashtra,BOM,VABB,Chhatrapati Shivaji International Airport,19.0887,72.8679,IN,Rajasthan,JAI,VIJP,Jaipur International Airport,26.8242,75.8122
2023-10-28,GOW390,G8390,800B0B,A320,PAX,VT-GOQ,GOW,G8,Go Airlines,VABB,VIJP,BOM,JAI,2022-11-01 00:10:00+00:00,2022-11-01 02:10:00+00:00,95.87642495381827,120.0,2023,10,28,5,True,IN,Maharashtra,BOM,VABB,Chhatrapati Shivaji International Airport,19.0887,72.8679,IN,Rajasthan,JAI,VIJP,Jaipur International Airport,26.8242,75.8122
2022-11-01,SEJ354,SG354,800DA2,B738,PAX,VT-SYZ,SEJ,SG,SpiceJet,VABB,VEDG,BOM,RDP,2022-11-01 03:00:00+00:00,2022-11-01 05:30:00+00:00,87.49727114549299,150.0,2022,11,1,1,False,IN,Maharashtra,BOM,VABB,Chhatrapati Shivaji International Airport,19.0887,72.8679,IN,West Bengal,RDP,VEDG,Kazi Nazrul Islam Airport,23.6225,87.243
2023-11-01,SEJ354,SG354,800DA2,B738,PAX,VT-SYZ,SEJ,SG,SpiceJet,VABB,VEDG,BOM,RDP,2022-11-01 03:00:00+00:00,2022-11-01 05:30:00+00:00,79.97903584475455,150.0,2023,11,1,2,False,IN,Maharashtra,BOM,VABB,Chhatrapati Shivaji International Airport,19.0887,72.8679,IN,West Bengal,RDP,VEDG,Kazi Nazrul Islam Airport,23.6225,87.243
2022-11-01,QFA508,QF508,7C6D9E,B738,PAX,VH-VXS,QFA,QF,Qantas,YSSY,YBBN,SYD,BNE,2022-11-01 21:05:00+00:00,2022-11-01 22:35:00+00:00,84.07216472218111,90.0,2022,11,1,1,False,AU,New South Wales,SYD,YSSY,Sydney Airport (Kingsford Smith Airport),-33.9461,151.177,AU,Queensland,BNE,YBBN,Brisbane Airport,-27.3842,153.117
2022-05-04,QFA508,QF508,7C6D9E,B738,PAX,VH-VXS,QFA,QF,Qantas,YSSY,YBBN,SYD,BNE,2022-11-01 21:05:00+00:00,2022-11-01 22:35:00+00:00,79.32132859742502,90.0,2022,5,4,2,False,AU,New South Wales,SYD,YSSY,Sydney Airport (Kingsford Smith Airport),-33.9461,151.177,AU,Queensland,BNE,YBBN,Brisbane Airport,-27.3842,153.117
2022-11-01,UTY9811,QQ9811,7C5351,F70,PAX,VH-QQR,UTY,QQ,Alliance Airlines,YGLA,YBBN,GLT,BNE,2022-11-01 08:20:00+00:00,2022-11-01 09:20:00+00:00,92.5003075892488,60.0,2022,11,1,1,False,AU,Queensland,GLT,YGLA,Gladstone Airport,-23.8697,151.223,AU,Queensland,BNE,YBBN,Brisbane Airport,-27.3842,153.117
2022-04-30,UTY9811,QQ9811,7C5351,F70,PAX,VH-QQR,UTY,QQ,Alliance Airlines,YGLA,YBBN,GLT,BNE,2022-11-01 08:20:00+00:00,2022-11-01 09:20:00+00:00,86.4072497170134,60.0,2022,4,30,5,True,AU,Queensland,GLT,YGLA,Gladstone Airport,-23.8697,151.223,AU,Queensland,BNE,YBBN,Brisbane Airport,-27.3842,153.117
2022-11-01,RXA5719,ZL5719,7C80F5,SF34,PAX,VH-ZRB,RXA,ZL,Regional Express,YROM,YBBN,RMA,BNE,2022-11-01 00:40:00+00:00,2022-11-01 01:55:00+00:00,87.6032853381623,75.0,2022,11,1,1,False,AU,Queensland,RMA,YROM,Roma Airport,-26.545,148.775,AU,Queensland,BNE,YBBN,Brisbane Airport,-27.3842,153.117
2023-10-22,RXA5719,ZL5719,7C80F5,SF34,PAX,VH-ZRB,RXA,ZL,Regional Express,YROM,YBBN,RMA,BNE,2022-11-01 00:40:00+00:00,2022-11-01 01:55:00+00:00,83.17693287632969,75.0,2023,10,22,6,True,AU,Queensland,RMA,YROM,Roma Airport,-26.545,148.775,AU,Queensland,BNE,YBBN,Brisbane Airport,-27.3842,153.117
2022-11-01,ASA284,AS284,A726FB,B738,PAX,N560AS,ASA,AS,Alaska Airlines,KSEA,KCHS,SEA,CHS,2022-11-01 14:35:00+00:00,2022-11-01 19:43:00+00:00,81.931563912978,308.0,2022,11,1,1,False,US,Washington,SEA,KSEA,Seattle-Tacoma International Airport,47.449,-122.309,US,South Carolina,CHS,KCHS,Charleston International Airport / Charleston Air Force Base,32.8986,-80.0405
2022-10-19,ASA284,AS284,A726FB,B738,PAX,N560AS,ASA,AS,Alaska Airlines,KSEA,KCHS,SEA,CHS,2022-11-01 14:35:00+00:00,2022-11-01 19:43:00+00:00,90.45160454491885,308.0,2022,10,19,2,False,US,Washington,SEA,KSEA,Seattle-Tacoma International Airport,47.449,-122.309,US,South Carolina,CHS,KCHS,Charleston International Airport / Charleston Air Force Base,32.8986,-80.0405
2022-11-01,SWA5057,WN5057,ACB2AD,B737,PAX,N917WN,SWA,WN,Southwest Airlines,KDEN,KCHS,DEN,CHS,2022-10-31 23:50:00+00:00,2022-11-01 03:00:00+00:00,91.80555727457002,190.0,2022,11,1,1,False,US,Colorado,DEN,KDEN,Denver International Airport,39.8617,-104.673,US,South Carolina,CHS,KCHS,Charleston International Airport / Charleston Air Force Base,32.8986,-80.0405
2023-01-25,SWA5057,WN5057,ACB2AD,B737,PAX,N917WN,SWA,WN,Southwest Airlines,KDEN,KCHS,DEN,CHS,2022-10-31 23:50:00+00:00,2022-11-01 03:00:00+00:00,77.83466158287212,190.0,2023,1,25,2,False,US,Colorado,DEN,KDEN,Denver International Airport,39.8617,-104.673,US,South Carolina,CHS,KCHS,Charleston International Airport / Charleston Air Force Base,32.8986,-80.0405
2022-11-01,ASA109,AS109,ACA1DA,B39M,PAX,N913AK,ASA,AS,Alaska Airlines,KSEA,PANC,SEA,ANC,2022-11-01 00:55:00+00:00,2022-11-01 04:42:00+00:00,82.56028619897867,227.0,2022,11,1,1,False,US,Washington,SEA,KSEA,Seattle-Tacoma International Airport,47.449,-122.309,US,Alaska,ANC,PANC,Ted Stevens Anchorage International Airport,61.1744,-149.996
2022-11-01,ASA251,AS251,AD8766,B39M,PAX,N971AK,ASA,AS,Alaska Airlines,KSEA,PANC,SEA,ANC,2022-10-31 22:25:00+00:00,2022-11-01 02:10:00+00:00,85.61527518933842,225.0,2022,11,1,1,False,US,Washington,SEA,KSEA,Seattle-Tacoma International Airport,47.449,-122.309,US,Alaska,ANC,PANC,Ted Stevens Anchorage International Airport,61.1744,-149.996
2023-01-22,ASA109,AS109,ACA1DA,B39M,PAX,N913AK,ASA,AS,Alaska Airlines,KSEA,PANC,SEA,ANC,2022-11-01 00:55:00+00:00,2022-11-01 04:42:00+00:00,86.51988144629253,227.0,2023,1,22,6,True,US,Washington,SEA,KSEA,Seattle-Tacoma International Airport,47.449,-122.309,US,Alaska,ANC,PANC,Ted Stevens Anchorage International Airport,61.1744,-149.996
2024-07-17,ASA251,AS251,AD8766,B39M,PAX,N971AK,ASA,AS,Alaska Airlines,KSEA,PANC,SEA,ANC,2022-10-31 22:25:00+00:00,2022-11-01 02:10:00+00:00,92.77725061382932,225.0,2024,7,17,2,False,US,Washington,SEA,KSEA,Seattle-Tacoma International Airport,47.449,-122.309,US,Alaska,ANC,PANC,Ted Stevens Anchorage International Airport,61.1744,-149.996
2022-11-01,ASA412,AS412,AD99F9,B39M,PAX,N976AK,ASA,AS,Alaska Airlines,KSEA,KPIT,SEA,PIT,2022-11-01 15:50:00+00:00,2022-11-01 20:26:00+00:00,74.69017086999602,276.0,2022,11,1,1,False,US,Washington,SEA,KSEA,Seattle-Tacoma International Airport,47.449,-122.309,US,Pennsylvania,PIT,KPIT,Pittsburgh International Airport,40.4915,-80.2329
2023-02-18,ASA412,AS412,AD99F9,B39M,PAX,N976AK,ASA,AS,Alaska Airlines,KSEA,KPIT,SEA,PIT,2022-11-01 15:50:00+00:00,2022-11-01 20:26:00+00:00,90.47537382093886,276.0,2023,2,18,5,True,US,Washington,SEA,KSEA,Seattle-Tacoma International Airport,47.449,-122.309,US,Pennsylvania,PIT,KPIT,Pittsburgh International Airport,40.4915,-80.2329
2022-11-01,SKW152X,DL3685,A7E18A,E75S,PAX,N607CZ,SKW,OO,Skywest Airlines,KSEA,KPSC,SEA,PSC,2022-10-31 22:50:00+00:00,2022-10-31 23:56:00+00:00,75.13799892731885,66.0,2022,11,1,1,False,US,Washington,SEA,KSEA,Seattle-Tacoma International Airport,47.449,-122.309,US,Washington,PSC,KPSC,Tri-Cities Airport,46.2647,-119.119
2024-04-10,SKW152X,DL3685,A7E18A,E75S,PAX,N607CZ,SKW,OO,Skywest Airlines,KSEA,KPSC,SEA,PSC,2022-10-31 22:50:00+00:00,2022-10-31 23:56:00+00:00,93.30670994729806,66.0,2024,4,10,2,False,US,Washington,SEA,KSEA,Seattle-Tacoma International Airport,47.449,-122.309,US,Washington,PSC,KPSC,Tri-Cities Airport,46.2647,-119.119
2022-11-01,TGW540,TR540,76D255,A320,PAX,9V-TRU,TGW,TR,Scoot,WSSS,VOCB,SIN,CJB,2022-11-01 10:20:00+00:00,2022-11-01 15:15:00+00:00,95.63914403650259,295.0,2022,11,1,1,False,SG,Singapore,SIN,WSSS,Singapore Changi Airport,1.35019,103.994,IN,Tamil Nadu,CJB,VOCB,Coimbatore International Airport,11.03,77.0434
2022-04-04,TGW540,TR540,76D255,A320,PAX,9V-TRU,TGW,TR,Scoot,WSSS,VOCB,SIN,CJB,2022-11-01 10:20:00+00:00,2022-11-01 15:15:00+00:00,75.37122251982115,295.0,2022,4,4,0,False,SG,Singapore,SIN,WSSS,Singapore Changi Airport,1.35019,103.994,IN,Tamil Nadu,CJB,VOCB,Coimbatore International Airport,11.03,77.0434
2022-11-01,TGW564,TR564,76B869,A21N,PAX,9V-NCI,TGW,TR,Scoot,WSSS,VOTR,SIN,TRZ,2022-11-01 13:25:00+00:00,2022-11-01 17:25:00+00:00,75.65947432938042,240.0,2022,11,1,1,False,SG,Singapore,SIN,WSSS,Singapore Changi Airport,1.35019,103.994,IN,Tamil Nadu,TRZ,VOTR,Tiruchirappalli International Airport,10.7654,78.7097
2023-09-02,TGW564,TR564,76B869,A21N,PAX,9V-NCI,TGW,TR,Scoot,WSSS,VOTR,SIN,TRZ,2022-11-01 13:25:00+00:00,2022-11-01 17:25:00+00:00,98.14415149907614,240.0,2023,9,2,5,True,SG,Singapore,SIN,WSSS,Singapore Changi Airport,1.35019,103.994,IN,Tamil Nadu,TRZ,VOTR,Tiruchirappalli International Airport,10.7654,78.7097
2022-11-01,ALK 165.00,UL165,770451,A321,PAX,4R-ABQ,ALK,UL,SriLankan Airlines,VCBI,VOCI,CMB,COK,2022-11-01 02:35:00+00:00,2022-11-01 03:45:00+00:00,87.48073384812592,70.0,2022,11,1,1,False,LK,Western Province,CMB,VCBI,Bandaranaike International Airport,7.18076,79.8841,IN,Kerala,COK,VOCI,Cochin International Airport (Nedumbassery Airport),10.152,76.4019
2022-04-05,ALK 165.00,UL165,770451,A321,PAX,4R-ABQ,ALK,UL,SriLankan Airlines,VCBI,VOCI,CMB,COK,2022-11-01 02:35:00+00:00,2022-11-01 03:45:00+00:00,91.47217792294356,70.0,2022,4,5,1,False,LK,Western Province,CMB,VCBI,Bandaranaike International Airport,7.18076,79.8841,IN,Kerala,COK,VOCI,Cochin International Airport (Nedumbassery Airport),10.152,76.4019
2022-11-01,AIC934,AI934,800738,B788,PAX,VT-ANR,AIC,AI,Air India,OMDB,VOCI,DXB,COK,2022-11-01 09:45:00+00:00,2022-11-01 13:35:00+00:00,83.01275199900913,230.0,2022,11,1,1,False,AE,Dubayy,DXB,OMDB,Dubai International Airport,25.2528,55.3644,IN,Kerala,COK,VOCI,Cochin International Airport (Nedumbassery Airport),10.152,76.4019
2023-10-25,AIC934,AI934,800738,B788,PAX,VT-ANR,AIC,AI,Air India,OMDB,VOCI,DXB,COK,2022-11-01 09:45:00+00:00,2022-11-01 13:35:00+00:00,70.50058161954182,230.0,2023,10,25,2,False,AE,Dubayy,DXB,OMDB,Dubai International Airport,25.2528,55.3644,IN,Kerala,COK,VOCI,Cochin International Airport (Nedumbassery Airport),10.152,76.4019
2022-11-01,CES5801,MU5801,780457,B738,PAX,B-1308,CES,MU,China Eastern Airlines,ZPPP,ZSSS,KMG,SHA,2022-11-01 00:00:00+00:00,2022-11-01 02:55:00+00:00,94.2580845154618,175.0,2022,11,1,1,False,CN,Yunnan,KMG,ZPPP,Kunming Changshui International Airport,25.1019,102.929,CN,Shanghai,SHA,ZSSS,Shanghai Hongqiao International Airport,31.1979,121.336
2022-04-06,CES5801,MU5801,780457,B738,PAX,B-1308,CES,MU,China Eastern Airlines,ZPPP,ZSSS,KMG,SHA,2022-11-01 00:00:00+00:00,2022-11-01 02:55:00+00:00,84.13918957262632,175.0,2022,4,6,2,False,CN,Yunnan,KMG,ZPPP,Kunming Changshui International Airport,25.1019,102.929,CN,Shanghai,SHA,ZSSS,Shanghai Hongqiao International Airport,31.1979,121.336
2022-11-01,CSN3625,CZ3625,7804C5,A321,PAX,B-6379,CSN,CZ,China Southern Airlines,ZGSZ,ZSSS,SZX,SHA,2022-10-31 23:30:00+00:00,2022-11-01 01:40:00+00:00,87.35225861744513,130.0,2022,11,1,1,False,CN,Guangdong,SZX,ZGSZ,Shenzhen Bao'an International Airport,22.6393,113.811,CN,Shanghai,SHA,ZSSS,Shanghai Hongqiao International Airport,31.1979,121.336
2022-04-08,CSN3625,CZ3625,7804C5,A321,PAX,B-6379,CSN,CZ,China Southern Airlines,ZGSZ,ZSSS,SZX,SHA,2022-10-31 23:30:00+00:00,2022-11-01 01:40:00+00:00,89.90770208079675,130.0,2022,4,8,4,False,CN,Guangdong,SZX,ZGSZ,Shenzhen Bao'an International Airport,22.6393,113.811,CN,Shanghai,SHA,ZSSS,Shanghai Hongqiao International Airport,31.1979,121.336
2022-11-01,CXA8541,MF8541,7.8E+51,B738,PAX,B-6489,CXA,MF,Xiamen Airlines,ZSFZ,ZSSS,FOC,SHA,2022-11-01 03:30:00+00:00,2022-11-01 05:05:00+00:00,76.27611761805773,95.0,2022,11,1,1,False,CN,Fujian,FOC,ZSFZ,Fuzhou Changle International Airport,25.9351,119.663,CN,Shanghai,SHA,ZSSS,Shanghai Hongqiao International Airport,31.1979,121.336
2022-04-18,CXA8541,MF8541,7.8E+51,B738,PAX,B-6489,CXA,MF,Xiamen Airlines,ZSFZ,ZSSS,FOC,SHA,2022-11-01 03:30:00+00:00,2022-11-01 05:05:00+00:00,79.28031890126535,95.0,2022,4,18,0,False,CN,Fujian,FOC,ZSFZ,Fuzhou Changle International Airport,25.9351,119.663,CN,Shanghai,SHA,ZSSS,Shanghai Hongqiao International Airport,31.1979,121.336
2022-11-01,CES6338,MU6338,780F40,A321,PAX,B-8396,CES,MU,China Eastern Airlines,ZYHB,ZSSS,HRB,SHA,2022-11-01 11:35:00+00:00,2022-11-01 14:30:00+00:00,77.67375035617232,175.0,2022,11,1,1,False,CN,Heilongjiang,HRB,ZYHB,Harbin Taiping International Airport,45.6234,126.25,CN,Shanghai,SHA,ZSSS,Shanghai Hongqiao International Airport,31.1979,121.336
